OBJECTID,ROUTE,REFPT,ENDREFPT,LENGTH_,UPDATEYR,AADT,AADTYR,COUNTYEAR,AADTDERIV,AADTSINGLE,AADTCOMB,OFFPKTRK,YR20FACTOR,DHV,DD,ROUTECAPAC,EDLA,VCRATIO,VCRATIO20,ROADTERRAIN,SEASONALGROUPID,COUNTSTATIONID,CALYR,PCTOFFPKSU,PCTOFFPKCOMB,AADTTRUCKS,RUNLENGTH_FROM,RUNLENGTH_TO,ISRAMP,PCTDHSU,PCTDHCOMB,DHTRK
2604,025A,137.752,138.742,0.989,2022,107000,2022,2019,3,3400,6000,8.80000019073486,1.28999996185303,8.5,52,11900,0,0.790000021457672,1.01999998092651,2,5,100960,2022,3.20000004768372,5.59999990463257,9400,137.69,138.679,,0.0799999982118607,0.129999995231628,0.200000002980232
2605,550B,23.41,24.142,0.536,2022,20000,2022,2020,2,420,180,3,1.13999998569489,9,52,3560,0,0.529999971389771,0.600000023841858,3,6,105565,2022,2.09999990463257,0.899999976158142,600,2.371,2.907,,0.129999995231628,0.119999997317791,0.300000011920929
2606,160A,37.386,37.72,0.345,2022,12000,2022,2022,0,300,400,5.80000019073486,1.08000004291534,9,52,3650,0,0.310000002384186,0.330000013113022,2,6,104777,2022,2.5,3.29999995231628,700,37.4,37.745,,0.340000003576279,0.230000004172325,0.600000023841858
2607,025B,0,0.046,0.057,2022,300,2022,2019,3,20,5,9.5,1.05999994277954,11,57,2300,0,0.0199999995529652,0.0199999995529652,2,2,203811,2022,7.90000009536743,1.60000002384186,25,0,0.057,,0.180000007152557,0.219999998807907,0.400000005960464
2608,347A,0,1.821,1.823,2022,1200,2022,2022,0,80,30,8.69999980926514,1.12999999523163,15,57,950,0,0.219999998807907,0.25,3,3,105383,2022,6.5,2.20000004768372,110,0,1.823,,0.140000000596046,0.0299999993294477,0.200000002980232
2609,128A,6.61,7.5,0.954,2022,12000,2022,2021,1,280,170,3.70000004768372,1.32000005245209,10,70,3300,0,0.509999990463257,0.670000016689301,2,6,106445,2022,2.29999995231628,1.39999997615814,450,6.609,7.563,,0.280000001192093,0.219999998807907,0.5
2610,040A,135.122,135.279,0.177,2022,15000,2022,2022,0,350,270,4.09999990463257,1.25999999046326,11.5,59,2450,0,0.829999983310699,1.04999995231628,1,4,101846,2022,2.29999995231628,1.79999995231628,620,134.811,134.988,,0.0900000035762787,0.150000005960464,0.200000002980232
2611,224A,0,0.025,0.045,2022,13000,2022,2022,0,430,120,4.19999980926514,1.13999998569489,11,61,3350,0,0.519999980926514,0.589999973773956,2,6,203073,2022,3.29999995231628,0.899999976158142,550,0,0.045,,0.140000000596046,0.0299999993294477,0.200000002980232
2612,040C,299.143,299.603,0.464,2022,26000,2022,2022,0,520,260,3,1.0900000333786,8.5,55,3380,0,0.720000028610229,0.779999971389771,2,6,101933,2022,2,1,780,19.938,20.402,,0.0500000007450581,0.00999999977648258,0.100000001490116
2613,063A,29.49,39.256,9.757,2022,890,2022,2022,0,50,50,11.5,1.19000005722046,11,57,3100,0,0.0399999991059303,0.0500000007450581,1,2,102798,2022,5.69999980926514,5.80000019073486,100,29.534,39.291,,0.860000014305115,0.28999999165535,1.20000004768372
2614,085F,1.238,2.69,1.384,2022,1600,2022,2021,1,40,6,2.59999990463257,1.39999997615814,11.5,57,2400,0,0.0900000035762787,0.129999995231628,2,2,103743,2022,2.20000004768372,0.400000005960464,46,1.279,2.663,,0.589999973773956,0.0599999986588955,0.699999988079071
2615,074A,3.35,4.494,1.298,2022,22000,2022,2018,3,510,150,3,1.05999994277954,9.5,59,5250,0,0.469999998807907,0.5,3,6,103319,2022,2.29999995231628,0.699999988079071,660,3.818,5.116,,0.0500000007450581,0.00999999977648258,0.100000001490116
2616,009C,86.529,86.67,0.198,2022,9800,2022,2022,0,330,120,4.59999990463257,1.12999999523163,12,59,1780,0,0.779999971389771,0.879999995231628,1,4,106650,2022,3.40000009536743,1.20000004768372,450,21.798,21.996,,0.109999999403954,0.0199999995529652,0.100000001490116
2617,095A,5.018,5.528,0.508,2022,36000,2022,2021,1,720,320,2.90000009536743,1.04999995231628,9,52,4100,0,0.819999992847443,0.860000014305115,2,6,105631,2022,2,0.899999976158142,1040,5.107,5.615,,0.0500000007450581,0.00999999977648258,0.100000001490116
2618,001A,1.079,1.84,0.752,2022,6500,2022,2020,2,120,50,2.5,1.25,12.5,61,1950,0,0.509999990463257,0.639999985694885,2,6,100003,2022,1.79999995231628,0.699999988079071,170,1.086,1.838,,0.0700000002980232,0.0399999991059303,0.100000001490116
2619,025A,98.545,98.881,0.345,2022,57000,2022,2022,0,1400,2200,6.30000019073486,1.1599999666214,7.5,52,7950,0,0.560000002384186,0.649999976158142,2,5,100948,2022,2.5,3.79999995231628,3600,98.538,98.883,,0.140000000596046,0.300000011920929,0.400000005960464
2620,287A,40.772,51.872,11.092,2022,4100,2022,2022,0,170,1800,48.9000015258789,1.30999994277954,11,57,2500,0,0.209999993443489,0.280000001192093,1,2,105185,2022,4.19999980926514,44.7000007629395,1970,40.769,51.861,,0.409999996423721,2.22000002861023,2.59999990463257
2621,285B,84.23,86.262,1.998,2022,2500,2022,2019,3,60,210,10.8999996185303,1.12999999523163,15.5,58,1800,0,0.25,0.280000001192093,2,3,106709,2022,2.5,8.39999961853027,270,32.996,34.994,,0.28999999165535,1.00999999046326,1.29999995231628
2622,034D,8.773,9.537,0.753,2022,9600,2022,2020,2,260,80,3.5,1.27999997138977,9.5,100,2650,0,0.340000003576279,0.439999997615814,2,6,101526,2022,2.70000004768372,0.800000011920929,340,9.385,10.138,,1.11000001430511,0.0399999991059303,1.20000004768372
2623,052A,0.168,3.16,2.996,2022,9600,2022,2020,2,160,110,2.79999995231628,1.23000001907349,12.5,70,2800,0,0.600000023841858,0.740000009536743,2,6,102449,2022,1.70000004768372,1.10000002384186,270,0.169,3.165,,0.800000011920929,0.0399999991059303,0.800000011920929
2624,070A,305.784,310.165,4.32,2022,21000,2022,2022,0,420,4600,24,1.25,10.5,56,6400,0,0.389999985694885,0.490000009536743,2,1,103090,2022,2,22,5020,306.451,310.771,,0.170000001788139,2.00999999046326,2.20000004768372
2625,045A,7.12,8.734,1.797,2022,27000,2022,2019,3,780,410,4.40000009536743,2.27999997138977,9.5,52,4050,0,0.660000026226044,1.5,2,6,102127,2022,2.90000009536743,1.5,1190,7.14,8.937,,0.109999999403954,0.0700000002980232,0.200000002980232
2626,012A,5.385,15.238,9.832,2022,1500,2022,2022,0,50,40,5.5,1.07000005245209,11,57,1800,0,0.100000001490116,0.109999999403954,2,2,100549,2022,3,2.5,90,5.311,15.143,,0.180000007152557,0.219999998807907,0.400000005960464
2627,034A,90.276,90.657,0.375,2022,24000,2022,2021,1,460,220,2.79999995231628,1.22000002861023,9.5,52,3560,0,0.670000016689301,0.819999992847443,2,6,101425,2022,1.89999997615814,0.899999976158142,680,89.816,90.191,,0.0700000002980232,0.0399999991059303,0.100000001490116
2628,385D,310.165,310.996,0.83,2022,1600,2022,2022,0,50,70,7.19999980926514,1.05999994277954,11,57,2800,0,0.0700000002980232,0.0700000002980232,2,2,105488,2022,2.90000009536743,4.30000019073486,120,91.06,91.89,,0.330000013113022,1.37000000476837,1.70000004768372
2629,141A,60.801,62.436,2.026,2022,670,2022,2021,1,50,50,14.8000001907349,1.22000002861023,11.5,57,1800,0,0.0500000007450581,0.0599999986588955,3,2,104647,2022,8,6.80000019073486,100,60.749,62.775,,0.25,0.25,0.5
2630,050A,289.769,292.128,2.351,2022,10000,2022,2021,1,180,400,5.80000019073486,1.07000005245209,10,55,4650,0,0.239999994635582,0.259999990463257,2,6,102308,2022,1.79999995231628,4,580,257.057,259.408,,0.189999997615814,0.239999994635582,0.400000005960464
2631,066B,36.792,37.914,1.34,2022,22000,2022,2022,0,350,310,3,1.20000004768372,9,54,3000,0,0.709999978542328,0.850000023841858,2,6,102876,2022,1.60000002384186,1.39999997615814,660,8.034,9.374,,0.129999995231628,0.119999997317791,0.300000011920929
2632,092A,6.956,10.546,3.583,2022,4900,2022,2022,5,180,130,6.30000019073486,1.11000001430511,11,55,2450,0,0.239999994635582,0.270000010728836,2,2,000304,2022,3.70000004768372,2.59999990463257,310,6.951,10.534,,0.25,0.25,0.5
2633,079B,1.58,8.821,7.373,2022,4100,2022,2022,0,110,350,11.1999998092651,1.25999999046326,11,57,2950,0,0.170000001788139,0.209999993443489,2,2,103495,2022,2.70000004768372,8.5,460,0,7.373,,0.200000002980232,1,1.20000004768372
2634,006J,436.496,444.756,8.222,2022,1900,2022,2022,5,110,290,20.6000003814697,1.0900000333786,12,58,3000,0,0.0900000035762787,0.100000001490116,1,2,000001,2022,5.59999990463257,15,400,65.041,73.263,,0.680000007152557,2.21000003814697,2.90000009536743
2635,109A,57.075,57.435,0.362,2022,3000,2022,2022,0,80,50,4.19999980926514,1.01999998092651,10.5,53,1780,0,0.189999997615814,0.189999997615814,2,6,104204,2022,2.59999990463257,1.60000002384186,130,56.185,56.547,,0.180000007152557,0.219999998807907,0.400000005960464
2636,024A,153.4,156.121,2.627,2022,2100,2022,2016,3,40,40,3.79999995231628,1.11000001430511,11.5,57,2000,0,0.140000000596046,0.159999996423721,3,2,100778,2022,1.89999997615814,1.89999997615814,80,9.969,12.596,,0.0900000035762787,0.0799999982118607,0.200000002980232
2637,491B,45.131,46.266,1.116,2022,4400,2022,2020,2,110,830,21.2999992370605,1.19000005722046,11.5,57,2100,0,0.270000010728836,0.319999992847443,2,2,106713,2022,2.40000009536743,18.8999996185303,940,18.891,20.007,,0.0799999982118607,2.20000004768372,2.29999995231628
2638,160A,26.55,34.08,7.746,2022,7800,2022,2022,5,120,1100,15.3999996185303,1.10000002384186,9.5,53,2800,0,0.280000001192093,0.310000002384186,2,2,000227,2022,1.5,13.8999996185303,1220,26.382,34.128,,0.170000001788139,0.579999983310699,0.800000011920929
2639,287C,367.842,385.223,17.4,2022,4300,2022,2018,3,170,740,21.2000007629395,1.17999994754791,11,57,2000,0,0.270000010728836,0.319999992847443,2,2,000254,2022,3.90000009536743,17.2999992370605,910,84.803,102.203,,0.649999976158142,0.479999989271164,1.10000002384186
2640,121A,17.152,17.984,0.815,2022,51000,2022,2018,3,610,410,2,1.0900000333786,8,58,5500,0,0.860000014305115,0.939999997615814,2,6,104408,2022,1.20000004768372,0.800000011920929,1020,16.594,17.409,,0.0500000007450581,0.00999999977648258,0.100000001490116
2641,039A,0,0.224,0.234,2022,4800,2022,2022,0,330,720,21.7999992370605,1.25999999046326,11,57,3200,0,0.189999997615814,0.239999994635582,1,2,101777,2022,6.80000019073486,15,1050,0,0.234,,0.680000007152557,2.21000003814697,2.90000009536743
2642,172A,7.55,8.792,1.159,2022,4900,2022,2021,1,270,60,6.90000009536743,1.26999998092651,11.5,57,1700,0,0.379999995231628,0.479999989271164,2,2,104955,2022,5.59999990463257,1.29999995231628,330,7.49,8.649,,0.209999993443489,0.0799999982118607,0.300000011920929
2643,040C,286.871,287.695,0.826,2022,17000,2022,2022,0,340,270,3.59999990463257,1.11000001430511,10,52,3700,0,0.479999989271164,0.529999971389771,2,6,101896,2022,2,1.60000002384186,610,7.913,8.739,,0.0500000007450581,0.00999999977648258,0.100000001490116
2644,060B,14.698,16.573,1.794,2022,8700,2022,2022,0,170,370,6.09999990463257,1.49000000953674,11,57,2280,0,0.479999989271164,0.720000028610229,2,2,102768,2022,1.89999997615814,4.19999980926514,540,9.034,10.828,,0.319999992847443,0.389999985694885,0.699999988079071
2645,071E,178.848,181.348,2.387,2022,1200,2022,2022,0,50,160,18.1000003814697,1.1599999666214,11,57,2900,0,0.0500000007450581,0.0599999986588955,2,2,103259,2022,4.5,13.6000003814697,210,3.377,5.764,,0.330000013113022,1.37000000476837,1.70000004768372
2646,009A,8.626,21.246,12.466,2022,1500,2022,2021,1,40,70,7.40000009536743,1.23000001907349,15,58,850,0,0.310000002384186,0.379999995231628,3,3,100484,2022,2.79999995231628,4.59999990463257,110,8.562,21.028,,0.180000007152557,0.219999998807907,0.400000005960464
2647,024G,322.543,325.84,3.282,2022,12000,2022,2020,2,230,340,4.69999980926514,1.27999997138977,11.5,57,3200,0,0.490000009536743,0.629999995231628,1,2,100854,2022,1.89999997615814,2.79999995231628,570,11.633,14.915,,0.319999992847443,0.389999985694885,0.699999988079071
2648,265B,0.034,0.05,0.03,2022,9600,2022,2017,3,640,370,10.6000003814697,1.08000004291534,11.5,53,3250,0,0.360000014305115,0.389999985694885,2,6,203855,2022,6.69999980926514,3.90000009536743,1010,0,0.03,,2.1800000667572,0.75,2.90000009536743
2649,034B,173.852,195.29,21.346,2022,3600,2022,2020,2,190,600,21.8999996185303,1.17999994754791,11.5,57,2850,0,0.170000001788139,0.200000002980232,1,2,101482,2022,5.19999980926514,16.7000007629395,790,15.448,36.794,,0.469999998807907,3.72000002861023,4.19999980926514
2650,050D,0,0.852,0.868,2022,1300,2022,2022,0,30,30,5,1.27999997138977,11,57,1760,0,0.0900000035762787,0.119999997317791,2,2,102432,2022,2.5,2.5,60,0,0.868,,0.25,0.25,0.5
2651,070A,247.604,250.769,3.144,2022,50000,2022,2018,3,1200,2800,7.90000009536743,1.19000005722046,12.5,61,10650,0,0.720000028610229,0.860000014305115,3,4,103046,2022,2.29999995231628,5.59999990463257,4000,248.776,251.92,,0.140000000596046,0.239999994635582,0.400000005960464
2652,040H,398.846,399.092,0.244,2022,6300,2022,2020,2,240,1500,27.6000003814697,1.30999994277954,11.5,57,3100,0,0.270000010728836,0.349999994039536,1,2,101966,2022,3.79999995231628,23.7999992370605,1740,12.844,13.088,,0.550000011920929,2.42000007629395,3
2653,084A,0,4.623,4.6,2022,1300,2022,2021,1,50,50,8.30000019073486,1.12999999523163,15,58,1080,0,0.209999993443489,0.239999994635582,3,3,103628,2022,4.09999990463257,4.19999980926514,100,0,4.6,,0.230000004172325,0.0399999991059303,0.300000011920929
2654,025A,211.464,212.096,0.594,2022,255000,2022,2022,0,13000,12000,10,1.16999995708466,7,55,18500,0,1.05999994277954,1.24000000953674,1,5,101012,2022,5.09999990463257,4.90000009536743,25000,211.268,211.862,,0.25,0.28999999165535,0.5
2655,160A,235.093,235.928,0.921,2022,7200,2022,2020,2,200,550,10.3999996185303,1.10000002384186,8.5,56,3050,0,0.219999998807907,0.239999994635582,2,6,104869,2022,2.79999995231628,7.59999990463257,750,233.942,234.863,,0.419999986886978,0.949999988079071,1.39999997615814
2656,030A,7.323,7.844,0.511,2022,26000,2022,2021,1,470,230,2.70000004768372,1.11000001430511,9.5,55,3600,0,0.75,0.829999983310699,2,6,101119,2022,1.79999995231628,0.899999976158142,700,7.1,7.611,,0.0299999993294477,0.0199999995529652,0.100000001490116
2657,385C,189.347,194.813,5.523,2022,1300,2022,2022,5,20,130,11.3999996185303,1.05999994277954,10.5,52,3000,0,0.0500000007450581,0.0500000007450581,1,2,000221,2022,1.70000004768372,9.69999980926514,150,39.004,44.527,,0.319999992847443,1.17999994754791,1.5
2658,135A,27.176,27.484,0.298,2022,6700,2022,2018,3,60,170,3.5,1.1599999666214,15.5,58,1840,0,0.649999976158142,0.75,3,3,104575,2022,0.899999976158142,2.59999990463257,230,27.026,27.324,,0.230000004172325,0.259999990463257,0.5
2659,285D,258.063,259.326,1.241,2022,64000,2022,2021,1,1300,580,2.90000009536743,1.14999997615814,9,54,7600,0,0.819999992847443,0.939999997615814,2,6,105161,2022,2,0.899999976158142,1880,96.06,97.301,,0.0299999993294477,0.0199999995529652,0.100000001490116
2660,285A,5.211,5.821,0.626,2022,3300,2022,2020,2,100,210,9.39999961853027,1,11.5,57,2000,0,0.219999998807907,0.219999998807907,2,2,105083,2022,3,6.40000009536743,310,5.248,5.874,,0.230000004172325,0.0900000035762787,0.300000011920929
2661,088A,10.324,11.56,1.24,2022,31000,2022,2020,2,930,370,4.19999980926514,1.11000001430511,11,52,4000,0,0.889999985694885,0.990000009536743,2,6,103865,2022,3,1.20000004768372,1300,10.276,11.516,,0.0500000007450581,0.00999999977648258,0.100000001490116
2662,078A,29.903,32.294,2.435,2022,5100,2022,2020,2,270,80,6.90000009536743,1.30999994277954,9.5,55,2040,0,0.259999990463257,0.340000003576279,2,6,103485,2022,5.30000019073486,1.60000002384186,350,29.484,31.919,,0.589999973773956,0.0599999986588955,0.699999988079071
2663,006G,283.863,284.187,0.343,2022,151000,2022,2013,3,1700,760,1.60000002384186,1.12000000476837,8,52,13900,0,0.899999976158142,1.00999999046326,1,6,100339,2022,1.10000002384186,0.5,2460,26.762,27.105,,0.0399999991059303,0.00999999977648258,0.100000001490116
2664,096C,119.491,143.78,24.357,2022,450,2022,2018,3,20,100,27.5,1.17999994754791,11,57,2340,0,0.0199999995529652,0.0199999995529652,2,2,104043,2022,5,22.5,120,13.463,37.82,,0.180000007152557,0.219999998807907,0.400000005960464
2665,017B,83.12,87.897,4.713,2022,2100,2022,2020,2,50,160,10,1.12999999523163,15.5,58,1950,0,0.189999997615814,0.209999993443489,2,3,100702,2022,2.20000004768372,7.80000019073486,210,14.112,18.825,,0.28999999165535,1.00999999046326,1.29999995231628
2666,470B,4.38,5.18,0.988,2022,43000,2022,,4,1400,1800,7.5,1.29999995231628,9,66,8150,0,0.629999995231628,0.819999992847443,2,6,106448,2022,3.29999995231628,4.19999980926514,3200,4.35,5.338,,0.209999993443489,0.100000001490116,0.300000011920929
2667,149A,27.689,41.477,13.49,2022,1400,2022,2021,1,30,30,4,1.23000001907349,15,58,1350,0,0.180000007152557,0.219999998807907,3,3,104723,2022,2,2,60,27.602,41.092,,0.25,0.25,0.5
2668,287C,334.312,334.641,0.295,2022,33000,2022,2019,3,530,560,3.29999995231628,1.19000005722046,8.5,52,3560,0,0.819999992847443,0.980000019073486,2,6,105297,2022,1.60000002384186,1.70000004768372,1090,51.068,51.363,,0.109999999403954,0.0700000002980232,0.200000002980232
2669,121A,1.216,2.281,1.044,2022,24000,2022,2021,1,380,260,2.70000004768372,1.0900000333786,10.5,54,5000,0,0.540000021457672,0.589999973773956,2,6,104377,2022,1.60000002384186,1.10000002384186,640,0.854,1.898,,0.0399999991059303,0.0199999995529652,0.100000001490116
2670,036D,124.794,127.573,2.848,2022,610,2022,2021,1,60,170,37.0999984741211,1.23000001907349,11.5,57,1450,0,0.0599999986588955,0.0700000002980232,2,2,101701,2022,10,27.1000003814697,230,35.914,38.762,,1.01999998092651,0.850000023841858,1.89999997615814
2671,160C,382.774,386.608,3.845,2022,160,2022,2019,3,8,20,18.6000003814697,1.0900000333786,11,57,2600,0,0.00999999977648258,0.00999999977648258,1,2,104897,2022,5.30000019073486,13.3000001907349,28,38.56,42.405,,0.180000007152557,0.219999998807907,0.400000005960464
2672,059A,41.645,49.593,7.963,2022,690,2022,2020,2,40,140,27.1000003814697,1.10000002384186,11.5,57,2600,0,0.0299999993294477,0.0299999993294477,1,2,102561,2022,6.30000019073486,20.7999992370605,180,40.965,48.928,,0.180000007152557,0.219999998807907,0.400000005960464
2673,050A,70.919,71,0.039,2022,19000,2022,2022,0,460,530,5.19999980926514,1.07000005245209,10,53,3280,0,0.610000014305115,0.649999976158142,2,6,102216,2022,2.40000009536743,2.79999995231628,990,39.143,39.182,,0.189999997615814,0.449999988079071,0.600000023841858
2674,071B,14.076,14.539,0.41,2022,2600,2022,2021,1,80,30,4,1.05999994277954,11.5,57,1780,0,0.189999997615814,0.200000002980232,2,2,103170,2022,2.90000009536743,1.10000002384186,110,4.461,4.871,,0.180000007152557,0.219999998807907,0.400000005960464
2675,024A,293.645,297.08,3.403,2022,25000,2022,2019,3,400,500,3.59999990463257,1.17999994754791,10.5,54,4450,0,0.639999985694885,0.759999990463257,3,6,100839,2022,1.60000002384186,2,900,149.541,152.944,,0.0799999982118607,0.109999999403954,0.200000002980232
2676,006G,257.751,260.076,2.302,2022,6000,2022,2020,2,190,360,9.19999980926514,1.10000002384186,13,66,1550,0,0.660000026226044,0.730000019073486,2,6,100323,2022,3.20000004768372,6,550,0.639,2.941,,0.230000004172325,0.0399999991059303,0.300000011920929
2677,470B,27.849,30.562,2.661,2022,41000,2022,2022,0,570,660,3,1.48000001907349,12.5,55,8400,0,0.670000016689301,0.990000009536743,2,6,106456,2022,1.39999997615814,1.60000002384186,1230,27.964,30.625,,0.129999995231628,0.119999997317791,0.300000011920929
2678,149A,0,1.161,0.958,2022,2000,2022,2020,2,50,50,5,1.05999994277954,15.5,58,2450,0,0.150000005960464,0.159999996423721,2,3,104713,2022,2.70000004768372,2.29999995231628,100,0,0.958,,0.25,0.25,0.5
2679,050B,433.499,434.443,1.03,2022,11000,2022,2022,0,440,1500,18,1.07000005245209,11.5,57,3300,0,0.439999997615814,0.469999998807907,2,6,102390,2022,4,14,1940,117.811,118.841,,0.870000004768372,2.82999992370605,3.70000004768372
2680,070A,237.66,238.939,1.233,2022,41000,2022,2022,0,1100,2500,8.80000019073486,1.1599999666214,12.5,62,7350,0,0.860000014305115,1,3,4,103040,2022,2.59999990463257,6.19999980926514,3600,238.661,239.894,,0.140000000596046,0.239999994635582,0.400000005960464
2681,052A,20.67,25.462,4.785,2022,12000,2022,2020,2,310,460,6.40000009536743,1.48000001907349,11.5,57,3050,0,0.519999980926514,0.769999980926514,2,2,102464,2022,2.59999990463257,3.79999995231628,770,20.681,25.466,,0.109999999403954,0.0700000002980232,0.200000002980232
2682,083A,60.914,61.448,0.522,2022,47000,2022,2022,0,1100,850,4.19999980926514,1.23000001907349,9,54,6300,0,0.730000019073486,0.899999976158142,2,6,103603,2022,2.40000009536743,1.79999995231628,1950,40.522,41.044,,0.0900000035762787,0.0399999991059303,0.100000001490116
2683,071C,65.56,72.601,7.022,2022,1000,2022,2021,1,60,170,23.5,1.23000001907349,11.5,57,2750,0,0.0500000007450581,0.0599999986588955,1,2,103180,2022,6.30000019073486,17.2000007629395,230,49.036,56.058,,0.330000013113022,1.37000000476837,1.70000004768372
2684,008A,0.163,0.837,0.844,2022,3600,2022,2021,1,70,400,13,1.08000004291534,12,73,1860,0,0.340000003576279,0.370000004768372,3,6,100469,2022,1.89999997615814,11.1000003814697,470,0.2,1.044,,0.0599999986588955,0.589999973773956,0.699999988079071
2685,006A,15.132,16.33,1.218,2022,2400,2022,2021,1,90,80,7.40000009536743,1.20000004768372,11,52,2300,0,0.119999997317791,0.140000000596046,2,6,100250,2022,3.90000009536743,3.5,170,4.028,5.246,,0.409999996423721,0.360000014305115,0.800000011920929
2686,024G,339.633,339.97,0.365,2022,6200,2022,2020,2,170,340,8.30000019073486,1.22000002861023,11.5,57,3800,0,0.209999993443489,0.259999990463257,1,2,100859,2022,2.79999995231628,5.5,510,28.722,29.087,,0.430000007152557,0.409999996423721,0.800000011920929
2687,285D,261.185,261.716,0.528,2022,53000,2022,2021,1,1200,640,3.5,1.11000001430511,8.5,52,6000,0,0.779999971389771,0.870000004768372,2,6,105171,2022,2.29999995231628,1.20000004768372,1840,99.138,99.666,,0.0299999993294477,0.0199999995529652,0.100000001490116
2688,257B,0.037,0.644,0.599,2022,180,2022,2018,3,3,3,3.20000004768372,1.46000003814697,11,52,1750,0,0.00999999977648258,0.00999999977648258,2,6,203854,2022,1.79999995231628,1.39999997615814,6,0,0.599,,0.180000007152557,0.219999998807907,0.400000005960464
2689,034B,172.414,172.744,0.324,2022,4300,2022,2020,2,190,350,12.6000003814697,1.08000004291534,11.5,57,1680,0,0.340000003576279,0.370000004768372,2,2,101478,2022,4.40000009536743,8.19999980926514,540,14.007,14.331,,0.469999998807907,3.72000002861023,4.19999980926514
2690,050C,7.387,8.681,1.291,2022,6100,2022,2021,1,290,180,7.59999990463257,1.0900000333786,11,52,4060,0,0.170000001788139,0.189999997615814,2,6,102426,2022,4.69999980926514,2.90000009536743,470,7.333,8.624,,0.140000000596046,0.109999999403954,0.300000011920929
2691,070A,255.974,258.722,2.711,2022,81000,2022,2021,1,1900,4100,7.5,1.14999997615814,10.5,55,10600,0,0.879999995231628,1.00999999046326,3,4,103051,2022,2.40000009536743,5.09999990463257,6000,257.055,259.766,,0.0500000007450581,0.109999999403954,0.200000002980232
2692,006C,43.387,45.584,2.188,2022,1300,2022,2021,1,30,40,5,1.14999997615814,11.5,57,2350,0,0.0700000002980232,0.0799999982118607,2,2,100287,2022,2.09999990463257,2.90000009536743,70,5.913,8.101,,0.280000001192093,0.219999998807907,0.5
2693,040H,433.02,444.888,11.887,2022,4200,2022,2020,2,140,1700,42.7000007629395,1.19000005722046,11.5,57,2800,0,0.200000002980232,0.239999994635582,1,2,101973,2022,3.29999995231628,39.4000015258789,1840,47.03,58.917,,0.550000011920929,2.42000007629395,3
2694,085C,230.3,231.227,0.936,2022,39000,2022,2021,1,1800,2800,11.8000001907349,1.27999997138977,8,52,6000,0,0.540000021457672,0.689999997615814,2,6,103685,2022,4.5,7.30000019073486,4600,3.526,4.462,,0.430000007152557,0.409999996423721,0.800000011920929
2695,025A,192.99,194.314,1.321,2022,175000,2022,2022,0,5400,5400,6.19999980926514,1.28999996185303,8,54,16300,0,0.930000007152557,1.20000004768372,1,5,100988,2022,3.09999990463257,3.09999990463257,10800,192.846,194.167,,0.25,0.28999999165535,0.5
2696,160A,247.928,253.605,5.719,2022,5100,2022,2022,0,210,570,15.1999998092651,1.04999995231628,11,57,2200,0,0.28999999165535,0.300000011920929,2,2,104872,2022,4.09999990463257,11.1000003814697,780,246.874,252.593,,0.419999986886978,0.949999988079071,1.39999997615814
2697,030A,3.093,3.831,0.73,2022,26000,2022,2021,1,470,290,2.90000009536743,1.0900000333786,9.5,57,5150,0,0.550000011920929,0.600000023841858,2,6,101111,2022,1.79999995231628,1.10000002384186,760,3.105,3.835,,0.0299999993294477,0.0199999995529652,0.100000001490116
2698,385D,233.734,241.121,7.405,2022,1100,2022,2020,2,160,120,25.2999992370605,1.14999997615814,11.5,57,2050,0,0.0700000002980232,0.0799999982118607,1,2,105463,2022,14.3000001907349,11,280,14.503,21.908,,1.01999998092651,0.850000023841858,1.89999997615814
2699,138A,1.81,3.326,1.528,2022,3900,2022,2018,3,110,370,12.3000001907349,1.0900000333786,11,57,3150,0,0.159999996423721,0.170000001788139,2,2,104589,2022,2.79999995231628,9.5,480,1.801,3.329,,0.330000013113022,1.37000000476837,1.70000004768372
2700,285D,259.802,259.927,0.133,2022,51000,2022,2021,1,1200,610,3.5,1.12000000476837,8.5,52,5800,0,0.779999971389771,0.870000004768372,2,6,105165,2022,2.29999995231628,1.20000004768372,1810,97.749,97.882,,0.0299999993294477,0.0199999995529652,0.100000001490116
2701,266A,0.217,1.306,1.126,2022,510,2022,2021,1,10,8,4.40000009536743,1.07000005245209,11.5,57,2800,0,0.0199999995529652,0.0199999995529652,2,2,105068,2022,2.90000009536743,1.5,18,0.225,1.351,,0.180000007152557,0.219999998807907,0.400000005960464
2702,067B,11.702,11.921,0.215,2022,2800,2022,2021,1,100,20,4.19999980926514,1.05999994277954,11.5,57,1760,0,0.209999993443489,0.219999998807907,2,2,102891,2022,3.40000009536743,0.800000011920929,120,0.147,0.362,,0.180000007152557,0.219999998807907,0.400000005960464
2703,088A,5.934,6.012,0.08,2022,20000,2022,2022,0,400,220,3.09999990463257,1.08000004291534,10,53,3560,0,0.600000023841858,0.649999976158142,2,6,103854,2022,2,1.10000002384186,620,6.005,6.085,,0.0500000007450581,0.00999999977648258,0.100000001490116
2704,076A,133.511,148.88,15.407,2022,8600,2022,2019,3,200,2200,28.2000007629395,1.14999997615814,15.5,57,5700,0,0.270000010728836,0.310000002384186,2,3,103417,2022,2.29999995231628,25.8999996185303,2400,133.408,148.815,,0.270000010728836,1.08000004291534,1.39999997615814
